"""chroma_stft_mean""",rms_mean,spectral_centroid_mean, zero_crossing_rate_mean,harmony_mean,perceptr_mean,tempo,genre
0.39099976,0.13775411,1811.5485980815154,0.07550308451759474,-4.62238e-06,-2.8430542e-05,161.4990234375,blues
0.42442203,0.17591809,1886.957781353486,0.08993966913186388,-2.658993e-07,-3.3493994e-05,92.28515625,blues
0.39893433,0.12730543,2155.845202161907,0.08717463022041763,-0.0025001701,-0.003987369,129.19921875,blues
0.37668237,0.14094436,1239.6334480091227,0.05087905730375097,4.40484e-06,-0.000108038555,103.359375,blues
0.36832434,0.24235758,1827.2572927983213,0.09403926793310131,3.258112e-05,0.00036168817,117.45383522727273,blues
0.26060256,0.051363207,1132.1718112407839,0.04829301708720031,-2.5506673e-05,-0.00012448129,143.5546875,blues
0.33906108,0.25124043,2141.5407737603573,0.10512510271655066,-1.4876777e-06,-0.0002548218,123.046875,blues
0.29205313,0.11649022,2371.309053062196,0.12512877332269914,-9.9932564e-05,-0.00026028298,78.30255681818181,blues
0.43304595,0.15766303,2031.9933849222396,0.11311924485208817,-1.5944637e-06,-1.4255203e-05,135.99917763157896,blues
0.38697547,0.12910546,2390.421813618198,0.10226074596384377,-0.0025197042,-0.0042843404,129.19921875,blues
0.39795133,0.13481365,2272.4696393575086,0.09764303279679042,-0.0023938995,-0.004282142,172.265625,blues
0.45287964,0.20083979,2030.6170384368174,0.10339893597737819,1.3860287e-06,-4.482488e-05,89.10290948275862,blues
0.28943267,0.103048205,2513.3453575324424,0.13510738411156226,-1.9602987e-05,-0.00028305827,161.4990234375,blues
0.42730477,0.25113833,2315.021164983005,0.11795032144238206,2.271834e-06,-0.0007673792,135.99917763157896,blues
0.37517473,0.19822708,1236.3105117712128,0.04461485825116009,-4.0780637e-06,-0.00027555894,117.45383522727273,blues
0.26077786,0.13316597,1430.6028402421152,0.04197368341550657,-2.1128894e-06,-1.992994e-06,151.99908088235293,blues
0.2886825,0.09575479,1392.0263572927074,0.07241441294470224,-1.5609476e-05,-9.109126e-05,92.28515625,blues
0.27857408,0.07705383,1198.8570176825062,0.05197268646075019,-3.4151584e-05,-6.513466e-05,83.35433467741936,blues
0.2761858,0.10122466,1309.7746510229797,0.03938839846771075,-9.822445e-08,2.725738e-06,143.5546875,blues
0.26306966,0.08692267,1120.166568707164,0.04727604770881671,-1.0099588e-05,-0.000102504055,103.359375,blues
0.26335758,0.17000204,1379.0236797531393,0.039366118039443156,-1.2277051e-06,5.510266e-06,151.99908088235293,blues
0.27006894,0.07967066,1537.4913865266897,0.056141769987432324,-3.908892e-05,-0.0001973146,83.35433467741936,blues
0.2574455,0.09761591,1195.4981309471511,0.05888603900812065,-2.6448686e-05,-0.00016505922,123.046875,blues
0.2537176,0.15147567,1330.6062681557464,0.04294722484048724,3.4333164e-07,9.560382e-07,151.99908088235293,blues
0.29094827,0.0891659,1109.3207630441668,0.051697390999613305,-6.422797e-06,-2.7094836e-06,92.28515625,blues
0.27396765,0.08128055,1817.2305900912738,0.07917482356921887,-4.3618625e-06,-2.4223751e-05,80.74951171875,blues
0.32131013,0.1010843,1046.775126610449,0.047907452387857694,-8.4464245e-06,-7.409579e-05,99.38401442307692,blues
0.28827715,0.1732646,1507.157985049931,0.04541997474381284,-7.123672e-07,3.1843529e-06,129.19921875,blues
0.26217148,0.13590334,1537.0761619483678,0.04570244525812065,-6.193887e-07,2.8180666e-06,184.5703125,blues
0.3026832,0.07542555,1390.3828142454297,0.05258634232405259,-5.47156e-06,-9.017861e-05,135.99917763157896,blues
0.40891296,0.14232728,1719.4633657271263,0.06402488761600927,-1.5161887e-06,-2.0980337e-05,83.35433467741936,blues
0.23332669,0.19766894,1247.5800479447862,0.03690734060808198,-5.441069e-06,3.988462e-06,151.99908088235293,blues
0.3066106,0.113379315,1155.869256708864,0.05856995903422274,-1.2108369e-05,-5.5320488e-05,95.703125,blues
0.28080702,0.1019351,1210.1413910383171,0.052467009860788866,-2.3218185e-05,-0.00011488633,184.5703125,blues
0.24866745,0.06915838,1188.473207813864,0.048163866130123745,2.9822322e-06,-1.9318757e-06,123.046875,blues
0.26933804,0.118989594,1360.6856016703396,0.06909500676720805,-4.300917e-06,-5.9361228e-05,184.5703125,blues
0.29142597,0.14175196,1459.4696908114731,0.07305223740815932,-1.174952e-05,-2.0181797e-05,71.77734375,blues
0.30737153,0.13176751,1451.8594137957507,0.061442246108855375,1.8550025e-05,-4.8325477e-05,92.28515625,blues
0.26491034,0.113129914,1324.5278252945684,0.0514017032820959,-5.6321674e-06,-6.0357368e-05,107.666015625,blues
0.30252185,0.103452876,1832.011596972853,0.09404153373936582,2.1072694e-06,-2.761937e-05,69.83741554054055,blues
0.36588737,0.06570574,1352.742709723767,0.043930584759280744,4.6168816e-06,-1.1477762e-05,161.4990234375,blues
0.2553486,0.08582264,1151.310495788512,0.03532089858855375,1.2143282e-06,-2.221765e-06,117.45383522727273,blues
0.26584658,0.1680172,1514.1569585845887,0.044373172249613305,2.6992002e-06,1.5692958e-05,86.1328125,blues
0.30396983,0.14278811,1410.0234234402558,0.06295882576856149,-0.00010893132,8.626508e-05,161.4990234375,blues
0.30852598,0.09150122,1835.1285127725687,0.10146053871809745,-1.845967e-05,-9.545041e-06,135.99917763157896,blues
0.27611074,0.099547915,1115.5894796268246,0.04801998743232792,-2.1830642e-06,-3.0100598e-05,103.359375,blues
0.3501285,0.13018432,1784.1226412753101,0.08304482066898686,-4.906634e-05,-1.0618483e-05,123.046875,blues
0.32889304,0.066998236,1171.9674319304547,0.045036675850734724,-0.000112428286,-0.00020128214,151.99908088235293,blues
0.26973152,0.0806058,1420.4385714344137,0.06370125495456304,-1.2730362e-05,-9.065945e-05,103.359375,blues
0.3408494,0.09590782,1530.2617669893777,0.05603980870552978,0.00014128136,-0.0001796235,67.99958881578948,blues
0.28052023,0.124684155,1648.8848322083286,0.05289486961040216,8.1512115e-07,4.546336e-06,129.19921875,blues
0.30222705,0.09327623,1089.0053435041514,0.048326248912412995,-1.1602923e-05,-7.695272e-05,172.265625,blues
0.40485436,0.14104027,1070.1534175250665,0.03330886262567672,3.612629e-06,-1.8110979e-05,63.02400914634146,blues
0.36353773,0.17547321,1552.8324814348227,0.07629120746326373,-1.8167239e-06,-2.0188574e-05,161.4990234375,blues
0.30818358,0.081422575,1455.0726339660955,0.06134406117072699,-2.5168347e-05,-0.00010695359,198.76802884615384,blues
0.30516553,0.12049756,2429.004094087016,0.13464138328982986,-1.1232588e-05,-0.00037856304,73.828125,blues
0.29277053,0.10029806,2816.3627737389425,0.14628196297370458,-0.00022097013,-0.00063917384,107.666015625,blues
0.40597057,0.169917,2235.5723889220876,0.1422416527697216,4.916008e-06,-4.9737246e-05,107.666015625,blues
0.35681704,0.16190661,2068.3321715132797,0.10435170751160093,-5.459284e-06,-2.9197916e-05,107.666015625,blues
0.3326599,0.11737103,2553.3610730069104,0.14683293153035576,-1.44117985e-05,-0.00031954423,78.30255681818181,blues
0.32279274,0.10609345,2159.398277499849,0.09834769854505027,3.068456e-05,0.0003090363,143.5546875,blues
0.37023032,0.1049854,1538.5123663814206,0.07476858565351895,0.00015076046,0.0006008998,92.28515625,blues
0.37472302,0.11043558,2340.734161475744,0.12179161832946636,3.8135704e-06,-5.1039693e-05,161.4990234375,blues
0.30708113,0.103862695,2594.7546880445234,0.1291906086861949,-4.7835965e-05,-0.00020079273,103.359375,blues
0.34204182,0.2596437,2094.7777929276835,0.10054024374033256,-7.023813e-06,-2.3900442e-05,99.38401442307692,blues
0.3379236,0.12903984,2258.115149720311,0.1127057352088167,-4.7389658e-05,-0.0005681834,161.4990234375,blues
0.44319093,0.12535533,2310.352908011415,0.12843231885634185,1.46498705e-05,0.0007535443,123.046875,blues
0.37785354,0.14199714,1006.8718290855218,0.032053605955143075,-1.1810422e-06,-0.00011509597,172.265625,blues
0.33038977,0.0962278,2839.8868647026125,0.15441054294760248,-0.000151911,-0.00038521853,92.28515625,blues
0.4089921,0.24307846,2207.1391896914824,0.11153393573569219,2.60886e-05,0.00024670348,99.38401442307692,blues
0.3655845,0.2188772,2645.7246950388817,0.13647177711716937,-0.011285399,-0.0064129573,117.45383522727273,blues
0.3119012,0.10622777,2280.1541868844874,0.11714180624033256,7.37811e-06,7.049082e-05,112.34714673913044,blues
0.34863168,0.05275917,798.6570144423736,0.025648171645398298,-7.600253e-06,-0.00011121287,107.666015625,blues
0.37950882,0.123896696,2148.129104035021,0.09876687270398299,-0.0028267608,-0.0038707186,123.046875,blues
0.36715597,0.19693075,2515.4635686314255,0.12089020507057231,1.91793e-06,-3.0853855e-05,112.34714673913044,blues
0.4308489,0.19617338,1946.448570450021,0.09742287195475638,-1.0166439e-05,-5.5602686e-05,151.99908088235293,blues
0.45195466,0.14166255,2503.937744869009,0.16753371519721577,-0.00024455995,-0.002065655,129.19921875,blues
0.4663816,0.19198641,2224.0145847405415,0.10850946200696056,-0.0047373665,-0.005584166,117.45383522727273,blues
0.2775931,0.0885381,1318.611850855382,0.039961269818252126,-0.0042173346,-0.0021692591,123.046875,blues
0.21777762,0.018832877,790.5070052979643,0.05208824258023975,-1.16649735e-05,-4.255347e-05,143.5546875,classical
0.23616467,0.13830632,1176.9449938974453,0.06226149338942308,0.0008035057,0.0008425705,184.5703125,classical
0.38145718,0.08052824,1527.645526264714,0.06010507872968266,-0.0005126256,-0.0012919112,135.99917763157896,classical
0.31202316,0.03149893,1356.2906973182814,0.07683462333236658,-1.7120063e-06,-6.79394e-06,99.38401442307692,classical
0.181111,0.08412108,1807.9280823768654,0.13096813370069604,-0.0005819696,-0.0005358211,95.703125,classical
0.22694331,0.08244843,1623.7580253062436,0.10824964955529776,-0.000699541,-0.0004476554,135.99917763157896,classical
0.27436775,0.021454155,877.3225402717013,0.05104483879543697,-2.773439e-06,-5.2321725e-06,123.046875,classical
0.28601068,0.00796935,1170.256219376788,0.04948709698859242,0.00018038617,0.00017344509,107.666015625,classical
0.2522556,0.017921153,1181.884073002171,0.0717101248308198,0.00018097789,6.1685496e-05,80.74951171875,classical
0.22509545,0.006627279,715.8536806386807,0.041281857236078884,-2.2668968e-05,-3.555651e-05,67.99958881578948,classical
0.387909,0.055439595,2411.5244663469507,0.12693159984048724,7.742761e-05,0.00019727758,161.4990234375,classical
0.34684047,0.115068726,1878.4940039517187,0.11157585315158546,-0.000574055,-0.0015516988,129.19921875,classical
0.2259238,0.044732843,2192.5069045226314,0.15240530440351896,-0.0006347706,-0.00048474112,92.28515625,classical
0.30974057,0.0388853,1525.7917091607942,0.09158955372679814,-1.7340031e-06,-7.291224e-06,107.666015625,classical
0.24573599,0.02199149,1002.6849591662105,0.057944596505220415,-6.3457996e-06,-2.477025e-06,112.34714673913044,classical
0.21940403,0.02384028,2172.3382154638084,0.15196460508507348,-0.00091670617,-0.00021238283,95.703125,classical
0.2584079,0.009491226,1174.3248424594703,0.06634016398395205,-0.0009214577,-6.485095e-05,123.046875,classical
0.30422586,0.13828577,1462.3835644748758,0.08767017105137509,-0.00035365167,-0.0011980932,215.33203125,classical
0.25387782,0.016776716,1751.5809593775805,0.09522957149071926,0.00020880894,0.00010666713,107.666015625,classical
0.19099382,0.11531047,1063.396723083687,0.05100896352958237,0.0011423547,0.00045358666,129.19921875,classical
0.3688121,0.01398589,1423.5649269846951,0.07011877356438515,-0.0008590751,-0.00042497762,184.5703125,classical
0.4380738,0.0052698436,973.5355866616919,0.03153360341744006,-9.165916e-06,-1.4009672e-05,143.5546875,classical
0.2667711,0.016528226,1214.3502552431958,0.06057444230955143,-2.3616008e-06,-1.9729772e-05,151.99908088235293,classical
0.22768864,0.013560658,1800.8758120131474,0.12435424521461717,-0.0010360607,-0.00024258473,86.1328125,classical
0.26182422,0.13413325,1326.2905913173308,0.09386497754204894,-0.0012593112,-0.0006737817,198.76802884615384,classical
0.3130526,0.1897104,1681.2723869009876,0.09672226140528549,-0.0006458198,-0.0011592077,95.703125,classical
0.2505497,0.019727545,1396.7128037657276,0.07262022368039443,-1.1494742e-05,-6.1938485e-06,107.666015625,classical
0.31954268,0.17407946,1702.24789858299,0.11507495897545662,-0.0039598844,-0.0022053593,95.703125,classical
0.25726345,0.05735519,1559.9200748058706,0.09517254869972931,-0.0001492758,-0.00016932639,83.35433467741936,classical
0.24480073,0.041856874,853.0763810402855,0.050776340753093584,-3.4409995e-06,-4.920837e-06,117.45383522727273,classical
0.22228573,0.036695167,1494.465747036025,0.08590993269044857,-0.0006193809,-0.0005215118,103.359375,classical
0.29294565,0.05696003,1933.7503480662401,0.11757193179621037,-0.0007176908,-0.0006986515,135.99917763157896,classical
0.28263754,0.042979293,1415.4129895873139,0.08737817514984532,-7.720352e-06,-2.4334558e-06,112.34714673913044,classical
0.23666598,0.02913211,1349.5622465655813,0.07925337151972157,-0.00017364489,-0.0001583764,69.83741554054055,classical
0.18647526,0.013054552,1079.788869352158,0.05933844499226605,0.00023844316,5.4607397e-05,78.30255681818181,classical
0.26822123,0.021284299,1329.4563630678226,0.07881720381380511,-1.592184e-05,-4.278003e-06,123.046875,classical
0.24568611,0.038886134,1278.5184062359622,0.08173216357308585,-4.916787e-06,-7.812467e-06,161.4990234375,classical
0.28324297,0.008042203,792.9088884169765,0.036572756549690645,-3.1818087e-07,-1.4904414e-05,103.359375,classical
0.30408838,0.012353785,1128.3811387274027,0.054395966260634185,0.0005699057,0.00010536014,95.703125,classical
0.2406908,0.028405773,901.7378802312896,0.053432620963843776,-2.4906683e-06,-1.2362137e-05,135.99917763157896,classical
0.28401977,0.0079903165,1185.144479134992,0.057628894165699926,-5.8579385e-06,-1.0249434e-05,184.5703125,classical
0.30325136,0.026786793,822.6139611536237,0.03944315545243619,0.00040048404,0.00032091019,112.34714673913044,classical
0.2973892,0.064087525,1184.2726167313851,0.0682921560808198,-1.7253251e-06,-1.64104e-05,129.19921875,classical
0.25327945,0.06666443,1253.0323992049648,0.07162893343967518,-9.428108e-07,-1.4654458e-05,151.99908088235293,classical
0.27837116,0.029710459,1243.6691621009466,0.06370465366395979,0.00066385424,0.00015421564,117.45383522727273,classical
0.23902793,0.018675078,1157.8655406408502,0.0706663434116396,-4.1094427e-06,-1.0219558e-05,161.4990234375,classical
0.27402547,0.03889977,1369.59239981361,0.07354051865815932,0.00016095677,0.000104245955,123.046875,classical
0.26896352,0.038423505,1218.151449471981,0.0697996725154679,-3.045396e-06,-1.2966471e-05,143.5546875,classical
0.25473845,0.03403312,1516.848913603582,0.07877792983855375,-3.574753e-05,-7.940853e-05,135.99917763157896,classical
0.27055803,0.023791904,1216.3713864035046,0.056246752344354216,-3.438405e-05,-7.012535e-05,234.90767045454547,classical
0.26684955,0.04545146,1371.394885364053,0.07953924074342614,-3.9353044e-06,-9.645093e-06,135.99917763157896,classical
0.3191619,0.040636025,1016.2036312413031,0.06112352269431554,0.000112319896,0.0001631256,151.99908088235293,classical
0.26729923,0.017138014,983.9717194937225,0.04421683161736272,-5.215444e-06,-1.1723071e-05,95.703125,classical
0.28418007,0.041480094,1533.6492784629645,0.09391540385730858,0.00019224144,8.201363e-05,161.4990234375,classical
0.23927984,0.015997374,1282.3275301478,0.059409440255220415,-1.5702882e-06,-1.1335374e-05,107.666015625,classical
0.27621743,0.047870062,1211.4313268289068,0.06844094402552205,-7.3102996e-08,-1.414044e-05,107.666015625,classical
0.2765987,0.04087724,1358.9954445281367,0.07312700901488786,-4.91122e-05,-0.00010196126,215.33203125,classical
0.23210803,0.03170561,1388.1392656380106,0.08087606643948182,-2.9404068e-06,-1.1543597e-05,129.19921875,classical
0.23563844,0.03139051,1180.5324896152028,0.06596252960653519,-4.82778e-06,-8.22849e-06,95.703125,classical
0.26142845,0.033204652,1372.694099368643,0.07290118365719257,-3.740901e-05,-8.7131746e-05,99.38401442307692,classical
0.29461083,0.04432254,1279.4808753417974,0.07583880147911833,0.00013510359,7.375926e-05,151.99908088235293,classical
0.24494341,0.029499287,1497.5036380467259,0.08621732707366589,-4.6663044e-05,-7.724701e-05,103.359375,classical
0.22151817,0.042297725,1705.7912691531117,0.11285716659416087,-5.861709e-05,-0.00010076617,161.4990234375,classical
0.2685064,0.043239165,1431.0801468671511,0.07521004024071926,-2.6501248e-05,-9.8247765e-05,143.5546875,classical
0.24493822,0.021483667,950.1801498030975,0.06075721734822119,-3.7352388e-06,-9.905434e-06,151.99908088235293,classical
0.27086365,0.012809237,1633.5822989966382,0.10895658110982212,0.00016266237,3.782668e-05,161.4990234375,classical
0.21663478,0.011428219,1371.4447396060193,0.07571871374709976,-5.9229833e-06,-7.944151e-06,83.35433467741936,classical
0.21497735,0.030609844,1361.0064862214672,0.08776562802107502,-5.0763687e-05,-9.023005e-05,112.34714673913044,classical
0.24689515,0.041609988,1559.3040287466679,0.09219376873066512,-1.9891127e-06,-1.0615473e-05,135.99917763157896,classical
0.26289213,0.06257815,1314.3992921268193,0.08109509437838361,-2.8846796e-06,-1.1853573e-05,161.4990234375,classical
0.25236058,0.036233008,1505.3574604811247,0.0982227015661253,-4.712645e-05,-0.00012159841,95.703125,classical
0.23404847,0.031600047,1279.5154519537957,0.06845076251933488,-3.5743635e-06,-1.0130081e-05,143.5546875,classical
0.2778935,0.043827713,1490.2748102133896,0.09004578439191802,-1.7993858e-05,-0.00013026508,99.38401442307692,classical
0.2193211,0.008011807,1054.7328868522366,0.04765745843000773,-4.8235515e-06,-1.1469379e-05,99.38401442307692,classical
0.2563851,0.03735472,1358.6023759424472,0.08107885610015468,-4.1026397e-06,-1.1414481e-05,89.10290948275862,classical
0.23422065,0.029426444,1526.6289318249862,0.10894638498163187,-3.6155045e-05,-0.00011839412,71.77734375,classical
0.26560688,0.029991465,1137.8827996451196,0.08184394334880124,-0.00084531435,-0.0003513678,143.5546875,classical
0.1990452,0.012558122,1118.450246121639,0.0422878752175174,-0.00096398266,-0.00015601437,89.10290948275862,classical
0.2442014,0.031924274,1355.7633127675824,0.07083778941898686,-0.00018436348,-0.00019012592,161.4990234375,classical
0.20812953,0.0516711,1397.3892884939066,0.075862970079273,-0.00011056409,-0.00012211013,143.5546875,classical
0.20720126,0.029224372,829.0091477951953,0.04750791521655066,-0.0016735246,-0.00012903367,123.046875,classical
0.28257743,0.06912917,1551.3608602773115,0.093266250362529,-0.00064986607,-0.00059238484,117.45383522727273,classical
0.2163072,0.043788467,1211.8707246042645,0.0709397507008894,-0.00013466857,-0.000102348815,129.19921875,classical
0.26748624,0.031705387,1117.675441354472,0.04635726326856149,-0.0010543108,-0.00024220781,143.5546875,classical
0.28996128,0.029083412,1952.6079332127847,0.12342262120552977,-0.0007298694,-0.00038857746,184.5703125,classical
0.3338999,0.010499871,1525.0760420116658,0.08068536107888631,-0.00061626435,-0.00047101342,95.703125,classical
0.18713118,0.031763878,795.5192461669669,0.04502194811001547,-0.0018155698,-0.00013717005,135.99917763157896,classical
0.27937976,0.020713143,1285.3702594238277,0.06374241710170148,-0.00012328789,-0.00010854009,117.45383522727273,classical
0.26036572,0.058806058,1340.8675515904304,0.07174562246229699,-5.126207e-05,-0.00010396982,172.265625,classical
0.32025677,0.038906395,1474.7414794976396,0.07402917754253674,-0.0005942547,-0.0005423131,89.10290948275862,classical
0.21728311,0.035111424,2423.3323353649416,0.16665269419470224,-0.0007892813,-0.00032864284,99.38401442307692,classical
0.29441762,0.02825728,1304.1427959179266,0.07056627030162413,-1.9766408e-06,-4.1272074e-06,103.359375,classical
0.22685228,0.020141035,690.5300405312647,0.03604482369006187,-0.0015683325,-0.00022472753,95.703125,classical
0.21900696,0.016747132,812.1207958821843,0.048334934503093584,-2.1570366e-05,-3.5133868e-05,161.4990234375,classical
0.2818187,0.04818047,1322.7344268727697,0.0761046560808198,-0.00059074286,-0.0005675243,151.99908088235293,classical
0.2173621,0.016472353,1171.477078803794,0.06086408787703016,-8.6893684e-05,-5.3693468e-05,117.45383522727273,classical
0.3116152,0.12373418,2224.8938399288413,0.10944642813951239,-0.0006161661,-0.0009978296,103.359375,classical
0.29638234,0.1608002,1514.0972710756876,0.08720002350983797,-0.00034844683,-0.0010679852,172.265625,classical
0.23739637,0.037281636,1360.1636476762342,0.0721379845804331,-0.000117261305,-0.00011926508,161.4990234375,classical
0.30537146,0.06871983,1803.800200335076,0.1040197668938515,-0.00093622156,-0.00064030726,123.046875,classical
0.35365322,0.15261815,1622.8096134803375,0.06605051841647332,7.5527964e-07,-3.6114383e-05,103.359375,country
0.3339356,0.1314034,1614.587918187712,0.05825803303847641,-0.00013207174,0.00018587345,83.35433467741936,country
0.3373224,0.13141257,1513.070955011675,0.08782189554331013,-1.1425361e-06,-2.1529395e-05,184.5703125,country
0.29725638,0.12828696,1321.6158527095,0.06649877042246713,2.478651e-06,-5.126572e-07,143.5546875,country
0.39030823,0.13012476,2166.6058738727033,0.10233551757057231,1.8820941e-06,0.000248501,172.265625,country
0.32217377,0.10463605,1321.763474149792,0.052491933729698376,7.2150756e-06,-4.9262217e-05,143.5546875,country
0.31120387,0.11688875,1939.8088633748253,0.06396371084686775,-6.076011e-07,-5.8086618e-05,117.45383522727273,country
0.35499328,0.08229554,1534.0502232319084,0.07112819025522042,-9.96256e-07,-1.7361996e-05,135.99917763157896,country
0.3421015,0.14097315,1373.6283725007322,0.04291625882153906,7.1424193e-07,-0.00015734226,69.83741554054055,country
0.3145773,0.1072092,1397.8552412349427,0.04858304028905646,-7.896601e-06,-0.00013744234,60.09265988372093,country
0.37187585,0.17967275,2187.1340254846773,0.11371855060904873,-1.6308547e-06,-5.2729033e-06,95.703125,country
0.32388186,0.14351887,1599.911202685332,0.07579197481631864,4.815777e-07,-4.5144552e-05,112.34714673913044,country
0.29263455,0.11837015,1261.4987366750997,0.0605177971529389,-2.0949217e-06,1.5189894e-06,143.5546875,country
0.28278357,0.11052865,894.5392325301332,0.0386682497099768,-1.9854429e-06,-6.5481736e-06,123.046875,country
0.28437817,0.14542289,1535.4059362560918,0.0525349840487239,-7.328786e-06,-0.00017172059,135.99917763157896,country
0.34823006,0.16378078,1796.7119762329232,0.07328712599091261,-4.348674e-06,-4.0108458e-05,112.34714673913044,country
0.2634866,0.08254984,1511.682407579403,0.06007520966260634,6.0441885e-06,0.00011320377,66.25600961538461,country
0.36519969,0.14430228,1934.7410487910734,0.09472278615622583,-9.409369e-08,-1.0147829e-05,112.34714673913044,country
0.38091904,0.22070146,2157.483363148039,0.10824587321152358,-2.7053661e-06,2.3036494e-06,143.5546875,country
0.3206684,0.13644499,1701.9620057889879,0.09890433161736273,-7.448998e-07,-1.6675327e-05,112.34714673913044,country
0.3450435,0.15660793,1711.3330130756567,0.08226991492652745,3.1672591e-06,-3.9727867e-05,151.99908088235293,country
0.37485817,0.09581993,1548.9063873637622,0.06973622994006187,-1.9475738e-06,-1.821626e-05,151.99908088235293,country
0.32132056,0.055416528,858.1117097118622,0.035363948907579275,7.048827e-07,-1.5501975e-05,64.599609375,country
0.27104354,0.17621148,1425.2797032637825,0.06172207318252127,-1.3827801e-05,-3.2277956e-05,117.45383522727273,country
0.3182826,0.09406918,1474.2739870616333,0.05981539721094354,3.322788e-06,4.931482e-05,89.10290948275862,country
0.38392973,0.24829563,2798.0656266251635,0.1072048611111111,-0.00012681892,-0.0012213982,86.1328125,country
0.36505738,0.092618205,2952.9885811173413,0.12478399313611756,-2.0484094e-06,-5.9793847e-06,135.99917763157896,country
0.37958676,0.104739845,1958.9864228599774,0.09423639307811292,1.2947534e-06,-9.324052e-07,151.99908088235293,country
0.4140544,0.23040177,2938.1313051156862,0.12698824499709976,-6.128089e-05,-0.0013762448,129.19921875,country
0.3099739,0.11706559,1214.2001323890852,0.054210547781322505,-7.5470865e-07,-6.005033e-06,89.10290948275862,country
0.35725808,0.088679396,1470.2190431491572,0.06387005752126837,5.0778937e-07,-9.492302e-06,89.10290948275862,country
0.37698767,0.2042707,2174.1604935047117,0.1025643835864938,-0.00015524251,-0.0013248281,161.4990234375,country
0.29707804,0.14652665,2308.811438098025,0.07416238114009939,-0.0002392791,-0.0011970901,83.35433467741936,country
0.32263863,0.079806626,1426.0207482117,0.060195297394624904,-1.460501e-06,-8.576629e-06,107.666015625,country
0.29652536,0.12688757,1667.5169597765603,0.06405358782869296,-8.1133555e-07,-6.763457e-06,89.10290948275862,country
0.4216029,0.21399127,2807.9125120088343,0.1283081334879495,-0.00014372733,-0.0013115334,112.34714673913044,country
0.42144912,0.24406008,2898.787368032488,0.11293582502902477,-9.192621e-05,-0.0012843858,103.359375,country
0.36810398,0.08002811,2811.872177544087,0.1295221716695669,8.364288e-07,-6.5591953e-06,129.19921875,country
0.41605455,0.20379831,2926.532916728232,0.13637249376438987,-0.0001151882,-0.0012420712,129.19921875,country
0.30090493,0.07847474,2839.25842945996,0.11016274531129157,4.6707657e-07,-3.599718e-06,112.34714673913044,country
0.43772945,0.09632568,3760.408113053086,0.21236722375290024,6.769395e-07,6.980865e-06,123.046875,country
0.3672548,0.09088994,2860.0275833530027,0.12114926225348027,-9.9959936e-05,-0.00074328494,151.99908088235293,country
0.2914594,0.074670546,1861.4546090166984,0.07654006851798144,6.8963703e-07,-5.1896623e-06,80.74951171875,country
0.3827643,0.2093933,2966.1571589936843,0.12416100280572756,-0.00010747825,-0.0013913317,117.45383522727273,country
